-> Cluster1
Point11	78.468080 92.307929 24.858135
Point4730	27.467708 16.170632 44.817354
Point4806	1.584412 20.812218 47.616754
Point4827	9.402172 3.821639 55.937585
Point4993	2.491698 15.906288 62.861821
-> Cluster21
Point138	23.179319 46.411002 24.452411
Point172	32.001946 53.345078 4.890009
Point261	13.431050 43.925008 4.564706
Point265	4.081863 53.582310 7.919970
Point291	28.616254 54.249512 31.883421
Point292	25.284712 44.738542 26.353794
Point303	19.293405 38.896091 4.263159
Point357	1.818395 53.094319 7.636992
Point380	0.098163 54.764668 16.847703
Point388	6.699531 53.836515 23.284121
Point632	25.432683 56.154422 1.150457
Point674	29.447821 47.286954 6.881364
Point678	17.813120 49.554894 7.959141
Point815	1.923697 64.265623 1.945180
Point853	24.103240 45.226092 20.740602
Point958	32.115541 51.013061 3.623047
Point975	7.699189 55.863371 7.250400
Point983	9.471998 55.673100 9.286399
Point1018	5.685717 59.624499 2.015542
Point1030	1.535418 43.054041 9.401657
Point1118	5.527699 42.326431 2.442233
Point1119	28.004975 40.522089 0.852171
Point1132	6.035743 53.502830 17.023433
Point1250	23.040121 58.291252 0.021391
Point1482	22.180286 47.094042 23.310471
Point1533	6.863078 49.758169 4.446632
Point1591	21.280780 34.520031 0.731390
Point1702	34.948436 75.255085 0.863141
Point1768	11.129634 58.148438 2.740588
Point1771	23.130021 49.186437 8.560421
Point1787	4.795677 57.740383 0.747403
Point1804	36.597506 38.627238 4.509392
Point1891	16.083084 45.923962 0.782460
Point2020	24.375786 50.888625 10.490006
Point2059	8.081973 47.705318 1.610422
Point2080	24.530824 45.993820 17.821653
Point2091	4.913146 47.405175 10.689103
Point2115	19.457091 44.495666 3.887813
Point2167	35.772702 65.464935 2.774049
Point2224	4.543219 55.428650 1.929089
Point2272	2.918190 51.093087 14.793629
Point2348	18.023985 46.054164 12.519042
Point2374	4.782588 53.013808 15.017780
Point2422	6.440264 52.470160 9.027734
Point2436	1.599541 49.373668 1.161580
Point2450	19.081800 55.879042 4.103717
Point2962	28.277860 54.929393 2.028923
Point3005	13.667587 46.497911 17.876020
Point3023	22.844276 45.573686 7.625827
Point3066	23.319830 44.146088 10.214379
Point3446	25.633838 47.783365 19.292634
Point3453	9.748832 39.124279 1.943947
Point3501	28.124760 34.382329 4.241819
Point3531	26.280772 39.164181 2.279576
Point3556	1.564594 66.282391 1.777972
Point3618	1.480734 53.189132 10.916547
Point3679	0.009979 57.039845 11.071950
Point3757	5.601436 54.270312 2.973148
Point3760	28.028677 54.724635 0.293765
Point3787	11.304569 60.315695 2.494851
Point3797	11.332885 55.020418 7.650189
Point3802	5.880618 56.329262 0.752376
Point3985	1.585166 57.537687 16.293488
Point4036	2.517812 56.769626 26.121780
Point4047	5.330310 53.285551 12.012195
Point4121	6.488555 51.891931 16.920368
Point4157	23.288332 45.732262 1.963627
Point4183	30.954489 58.850066 5.916402
Point4210	21.590709 53.184878 10.029586
Point4217	28.396705 63.376029 1.357838
Point4294	19.489435 51.180717 4.865255
Point4304	9.427130 49.196756 0.392792
Point4327	3.412150 65.075814 3.560818
Point4331	2.336778 51.840170 11.945356
Point4333	13.250315 49.388809 10.379637
Point4357	12.412099 46.350165 9.565774
Point4492	24.344212 56.602997 1.091362
Point4496	5.707999 44.685840 7.139171
Point4561	13.263222 46.388600 4.823113
Point4655	3.152501 46.790536 3.666107
Point4698	14.035178 48.553160 0.706063
Point4715	1.191504 46.062434 1.461257
Point4943	8.715486 49.574410 2.638587
-> Cluster22
Point61	3.578609 47.271541 95.906710
Point108	1.272021 56.745478 91.873148
Point164	1.810294 26.612923 70.952102
Point190	21.736108 46.707788 87.007049
Point286	5.399139 41.909735 81.473671
Point361	27.109341 56.159194 95.327002
Point552	19.913345 44.222956 93.851223
Point560	5.237285 48.278586 82.860794
Point655	20.818224 46.678381 77.335133
Point832	13.223096 52.631125 90.951028
Point877	17.133245 50.409755 89.884558
Point944	0.052106 24.372774 72.129561
Point954	3.690301 51.648153 86.065111
Point1033	9.740954 44.088372 88.347056
Point1085	3.141126 50.614930 92.404820
Point1086	1.124481 45.570213 91.906763
Point1169	15.272995 46.519071 86.015984
Point1327	28.648534 43.060102 76.894050
Point1370	3.851067 37.752314 94.019883
Point1376	24.725971 46.206590 76.039233
Point1377	0.105428 49.608771 83.499509
Point1469	5.034477 47.797595 81.754080
Point1520	25.356821 44.392752 97.012560
Point1583	17.497643 45.021280 97.813880
Point1615	22.743102 48.026967 91.107643
Point1626	8.549592 46.882236 84.995866
Point1751	16.685959 51.273248 93.102238
Point1753	2.560431 65.572454 93.857384
Point1829	23.853257 43.182933 97.705892
Point1832	7.014071 41.700372 77.513566
Point1892	25.270214 48.078346 84.415769
Point2099	1.774530 22.011437 96.485871
Point2149	1.878809 50.966043 86.518828
Point2187	8.599580 42.294194 79.973541
Point2312	12.119935 60.221100 97.304385
Point2322	1.400451 35.288844 80.366457
Point2377	13.399526 45.839477 82.351507
Point2632	27.467828 37.848316 96.439886
Point2646	3.760645 49.555409 95.748162
Point2719	8.911767 45.424471 90.445166
Point2770	7.151990 41.134533 92.890521
Point2813	5.665905 46.403153 78.801221
Point3328	5.243466 51.767234 90.048764
Point3427	0.732304 36.336104 79.559079
Point3484	18.307180 45.457524 95.865422
Point3489	1.883860 50.873393 90.024887
Point3650	2.586971 50.061048 92.782541
Point3667	7.900687 56.994617 95.692415
Point3726	15.196412 53.363116 97.810279
Point3748	2.510307 42.562506 82.252057
Point3827	8.364392 37.209350 97.482214
Point3857	3.940709 59.340287 97.569068
Point3873	8.022949 48.552657 89.677468
Point4048	2.799729 46.418062 77.497583
Point4052	12.068589 53.870832 96.793614
Point4072	2.972351 38.888382 91.685039
Point4142	0.422245 36.894942 75.599357
Point4156	0.180376 17.908646 97.058374
Point4270	2.908027 64.918687 94.546598
Point4339	3.226906 51.283201 89.551919
Point4359	7.672563 48.232846 85.802617
Point4374	0.626475 34.471856 79.477461
Point4403	2.932957 35.429953 90.501728
Point4452	2.452789 44.080154 84.670645
Point4621	2.934929 25.984547 96.707828
Point4654	0.261448 56.283378 95.860586
Point4661	0.890689 54.554423 95.737656
Point4680	10.071142 38.148212 97.807934
Point4701	21.515787 53.410338 92.369553
Point4761	22.940390 42.352855 96.256865
Point4975	2.213064 38.677819 74.145971
Point4994	1.220740 55.492447 89.333433
-> Cluster23
Point38	54.329480 81.914837 3.323614
Point105	38.189717 84.993029 2.755975
Point122	65.977226 95.193197 3.953338
Point196	43.114362 75.367007 5.460169
Point491	35.154580 97.074605 4.153988
Point523	39.803999 94.743307 20.351239
Point595	41.635039 94.182810 6.405703
Point713	57.942552 83.434480 2.002357
Point768	46.809222 95.284118 20.104308
Point825	37.443132 94.298871 31.679139
Point932	43.211118 87.372541 6.712855
Point978	40.042280 92.014342 28.455619
Point981	53.041761 89.779634 16.182287
Point1103	48.607711 92.083873 9.158025
Point1167	30.085276 90.715963 2.630464
Point1181	46.541308 94.593404 11.311756
Point1248	50.298051 83.728700 21.540951
Point1289	20.413164 97.407439 1.861732
Point1348	53.276312 92.083763 12.601023
Point1396	63.646429 95.842840 6.151426
Point1412	51.558411 83.393141 21.168810
Point1466	44.395259 90.886332 16.336077
Point1481	52.285896 87.146636 13.417311
Point1551	45.748193 94.446464 3.349129
Point1608	48.784575 97.702229 12.863664
Point1734	50.265389 97.813537 24.686595
Point1791	56.778028 95.967484 24.977289
Point1847	48.207590 82.766970 1.819986
Point1906	48.469871 87.221963 14.732370
Point1963	36.691547 97.145393 1.086035
Point2088	40.075757 90.468945 6.290508
Point2234	55.233333 75.180441 2.812876
Point2536	42.563153 82.667982 4.791382
Point2559	41.218426 92.697122 23.662088
Point2571	37.245565 79.906307 1.573655
Point2653	33.736648 97.123997 18.813859
Point2657	55.201033 96.557728 10.048935
Point2681	54.470862 82.492464 0.368228
Point2930	56.518968 87.743866 6.942462
Point3022	51.490989 90.424068 18.496214
Point3193	45.996716 81.584426 14.153667
Point3272	47.054137 95.930872 8.168277
Point3357	42.544745 86.002425 5.753230
Point3393	35.935837 97.854568 16.283431
Point3394	58.991144 96.203179 1.323418
Point3496	20.208794 93.874158 1.391249
Point3619	43.090789 82.440278 0.897760
Point3663	43.221586 92.534080 0.078725
Point3768	45.091497 89.786981 1.313357
Point3785	37.080843 97.343309 2.244892
Point3834	54.161644 93.726119 9.741940
Point3885	51.717418 83.372978 1.651860
Point3968	58.682358 97.922383 7.267550
Point4002	55.477822 84.014648 7.742915
Point4038	49.166985 85.163234 2.043631
Point4076	39.249981 81.466664 0.451431
Point4088	35.325369 97.640508 3.965701
Point4116	66.644444 95.206130 2.738944
Point4153	48.289256 84.754676 9.613575
Point4248	52.812276 96.874364 15.003650
Point4288	46.268655 94.245489 3.548786
Point4465	38.724876 97.524507 8.007583
Point4501	36.663994 97.107724 10.987596
Point4502	44.636008 96.099474 16.054280
Point4570	48.908330 85.462027 13.067507
Point4641	44.015764 96.702517 26.716499
Point4644	39.976280 83.822221 5.405956
Point4738	50.817336 97.278060 25.792612
Point4851	26.102659 94.295620 1.508411
Point4884	52.368832 97.890154 15.716492
Point4896	40.735608 85.865017 1.423502
-> Cluster24
Point45	94.768425 52.624242 83.651208
Point184	87.391825 47.426433 87.631956
Point186	86.150268 47.765630 81.122828
Point237	86.635818 50.929826 96.479674
Point349	86.658703 45.617931 95.516538
Point708	94.070899 52.997834 90.520540
Point790	97.599851 34.967447 71.065943
Point795	70.684659 43.881364 71.263655
Point841	93.094672 48.601555 78.987869
Point845	88.828408 59.362517 96.377327
Point902	78.160201 50.952038 78.483133
Point927	89.741896 64.505224 94.801737
Point1009	90.744276 53.583452 93.708930
Point1077	96.773173 26.030052 96.233876
Point1145	91.778505 42.868349 91.471022
Point1175	77.689458 46.716884 89.377432
Point1190	78.833623 45.526267 93.597126
Point1286	96.832589 58.883789 73.051904
Point1288	78.888293 49.448616 77.601124
Point1572	94.589232 27.068109 95.867920
Point1721	97.660113 20.491947 95.381581
Point1953	88.012845 46.747064 94.185017
Point2021	97.846684 38.549170 76.608861
Point2048	88.135811 43.463472 92.054402
Point2366	96.177720 20.298508 97.387878
Point2553	81.985427 42.348374 93.453973
Point2555	95.333879 43.924434 85.183943
Point2562	91.954226 49.490055 79.959492
Point2613	96.528431 61.679658 88.145863
Point2645	97.349229 65.265441 89.158139
Point2777	86.236170 54.146297 88.873354
Point2977	94.892343 45.172332 90.345312
Point3024	92.622954 65.754966 93.967466
Point3122	94.394571 56.531421 89.911765
Point3312	91.785506 55.164306 94.197176
Point3365	89.896253 38.849114 90.768690
Point3487	92.694487 42.573510 88.537213
Point3500	81.641939 58.538008 93.046454
Point3591	93.543333 46.286470 77.564086
Point3762	91.391848 46.476529 80.403518
Point3888	89.852539 36.507868 95.066649
Point4039	78.972179 60.034971 96.631278
Point4043	94.209478 40.628365 91.807327
Point4094	77.933184 40.009315 93.517818
Point4100	92.392915 49.660373 76.567680
Point4227	92.666625 54.047246 91.476907
Point4364	96.066551 41.801342 81.423256
Point4365	94.973873 53.579229 84.609131
Point4387	90.626760 58.267011 94.619680
Point4548	85.041828 39.853802 95.579043
Point4594	88.151946 46.189963 78.272424
Point4623	85.320564 46.499216 93.406300
Point4705	97.112410 50.382235 85.746185
Point4843	92.564657 45.982633 75.020159
-> Cluster25
Point6	82.730985 82.009098 47.707315
Point32	97.309091 95.950920 33.278496
Point101	93.547920 94.269460 48.604096
Point189	94.223285 76.795119 42.025138
Point345	90.513571 88.091618 44.047226
Point1008	93.550274 84.986384 50.638414
Point1109	93.747102 92.099916 43.958940
Point1156	65.704761 97.916865 35.108606
Point1202	97.805484 95.455926 30.785246
Point1285	88.921992 90.754787 52.171906
Point1305	97.896242 82.121073 43.552215
Point1331	94.017508 81.137540 49.391407
Point1406	95.022146 96.474864 52.397135
Point1684	81.039209 93.128113 49.294514
Point1899	97.815142 90.974397 58.496946
Point1955	89.037583 94.154357 51.923351
Point2086	93.490200 85.920324 42.971860
Point2214	92.909396 77.705716 40.249572
Point2445	97.502553 82.936484 49.789939
Point2463	95.472254 90.107343 48.863313
Point2476	93.345642 81.751074 53.500171
Point2599	83.148472 88.644880 45.778166
Point2620	97.470049 73.231132 39.681808
Point2635	93.117932 88.592125 51.178491
Point2669	90.569565 96.230399 43.977643
Point2714	82.698135 97.991653 43.880572
Point2716	95.992421 84.678019 51.459163
Point2738	96.234106 80.059592 39.814366
Point2771	95.425963 92.474877 59.935834
Point2815	90.491891 97.279104 60.818026
Point2846	88.465036 93.052502 50.571396
Point3034	97.221890 79.399665 47.722815
Point3171	62.125186 97.351662 32.802117
Point3268	96.992787 88.183965 38.563481
Point3297	78.424799 96.749936 41.951297
Point3342	97.027131 93.239343 64.500423
Point3441	96.124217 92.719079 35.078300
Point3457	93.117614 93.578147 55.812283
Point3535	94.948147 82.534663 41.904669
Point3558	97.133362 85.058707 58.049300
Point3640	97.638549 93.329068 37.478768
Point3699	96.823752 85.502243 41.680609
Point3832	94.197621 93.017652 54.293136
Point3958	97.251107 83.350237 37.984765
Point4080	94.605588 85.872613 43.264688
Point4275	92.852312 94.968949 59.369782
Point4335	87.182070 81.893117 47.273881
Point4504	96.073934 96.706055 30.469783
Point4556	96.199397 89.892619 56.126468
Point4638	96.902199 79.424265 36.626558
Point4674	97.505714 94.944004 42.141875
Point4743	96.998819 89.334503 41.262845
Point4791	84.249322 94.704373 45.526845
Point4928	64.402383 97.217004 33.488689
-> Cluster26
Point37	41.023274 3.147794 95.906748
Point64	41.032003 12.675979 97.787417
Point102	42.612251 14.934622 96.861719
Point240	44.921585 19.874605 91.896691
Point416	57.345413 5.599595 94.397157
Point467	48.063289 21.963042 89.109115
Point668	56.834152 13.472153 90.757139
Point726	53.977856 6.658304 94.022369
Point763	60.305862 5.716642 88.427335
Point765	39.311465 2.708162 97.083071
Point793	53.352456 20.324858 90.276164
Point908	51.938046 7.708397 95.670765
Point1034	64.643606 7.140776 97.341592
Point1408	55.602196 17.189831 91.475629
Point1561	52.773966 22.532264 86.851947
Point1564	43.517032 20.070894 95.573206
Point1597	51.838591 5.312277 95.656446
Point1645	50.891645 13.791614 96.231426
Point1945	54.048286 1.553436 97.764450
Point2010	73.441209 0.678424 96.648154
Point2244	61.660465 6.662515 97.534036
Point2464	62.061235 7.468482 93.083154
Point2532	47.600212 14.944316 86.622316
Point2676	60.695141 7.172891 97.466469
Point2888	40.058533 2.901863 91.972329
Point2925	55.749484 7.317933 89.817414
Point2965	39.417225 5.103300 95.914774
Point3053	50.496944 2.411792 87.127884
Point3062	48.540738 3.709740 92.875588
Point3351	51.617381 20.235285 93.592756
Point3390	48.204727 20.437778 96.194929
Point3648	55.665003 27.325645 91.676351
Point3808	60.039483 1.879606 94.759138
Point3916	44.634643 9.462382 94.255144
Point3940	60.956240 1.237696 85.486145
Point3966	52.102226 6.298395 90.414721
Point4019	63.820882 6.841574 94.889866
Point4098	49.457410 14.766674 90.952378
Point4187	48.598493 15.438836 94.435371
Point4342	45.350299 13.267585 94.483116
Point4603	51.471999 11.100266 92.240404
Point4618	41.619980 10.829824 97.961040
Point4686	52.541817 20.863747 88.457201
Point4822	54.906730 20.045322 92.129647
-> Cluster27
Point25	71.073693 0.006258 23.712427
Point384	94.066191 3.242444 6.055661
Point544	64.745876 0.259974 2.175823
Point883	72.866338 11.481044 8.210251
Point928	96.302440 1.237758 2.394023
Point1178	96.095979 3.470080 7.829571
Point1502	97.537340 3.346445 15.774309
Point1614	79.723067 8.216856 5.502957
Point2001	85.811016 8.298830 5.132734
Point2266	72.124364 3.142186 12.691079
Point2616	96.906335 5.309908 14.340970
Point2627	87.554407 9.575055 8.552159
Point2759	89.345752 9.865885 0.505246
Point2988	70.563405 6.889884 2.601580
Point3210	88.702047 0.958193 15.970553
Point3388	70.131149 0.598613 11.070786
Point3592	96.269418 7.188635 4.385163
Point3703	96.761258 8.614792 5.970303
Point3831	91.567618 11.686078 1.002479
Point3920	97.453517 13.446479 10.642418
Point4025	96.832562 3.280909 0.150016
Point4090	72.591797 0.933348 13.837595
Point4099	96.111573 11.771356 6.044828
Point4105	88.394246 0.697407 10.826317
Point4114	72.096046 6.190648 0.820453
Point4598	97.313191 5.844851 13.794867
Point4711	77.157416 4.111780 6.857714
Point4724	89.522316 6.564322 8.825818
Point4844	76.936506 7.526144 6.852231
Point4868	81.203994 6.576385 11.092177
Point4892	87.041359 2.432734 15.926439
Point4969	95.532936 11.968201 10.146109
Point4973	83.674780 9.740018 4.544437
-> Cluster28
Point21	95.759611 5.270987 61.832952
Point117	86.022494 1.729054 58.383719
Point295	97.790768 8.142741 64.373990
Point450	95.397727 3.036991 92.181234
Point647	84.366467 1.785343 54.955582
Point727	94.923524 1.536040 73.693644
Point732	89.033228 2.804246 61.634187
Point1524	95.077074 17.757887 54.522249
Point1881	96.163595 5.006612 56.750045
Point2186	88.764475 0.027467 51.387933
Point2233	92.289963 3.989318 60.445406
Point2279	94.722347 8.504249 64.752771
Point2550	78.037965 5.916297 55.065400
Point2563	74.261000 3.973384 51.816230
Point2631	92.859638 4.848431 55.873491
Point2825	97.030900 10.635999 70.106800
Point3079	95.237338 1.350078 69.236043
Point3110	91.191293 11.972870 54.771553
Point3465	96.622233 9.973060 64.456651
Point3516	90.948950 15.119341 59.754528
Point3767	91.173154 22.259590 58.628381
Point3924	97.928190 0.898401 52.263038
Point3967	97.438223 2.125166 55.620342
Point3975	96.811441 0.421336 80.527272
Point4086	90.800994 2.254828 55.084635
Point4182	97.938509 6.207320 76.223920
